avg_daily_km,vehicle_age,current_odometer,km_since_oil,km_since_oil_filter,km_since_fuel_filter,km_since_fuel_pump,km_since_battery,km_since_spark_plugs,km_since_shock_absorbers,km_since_brake_fluid,km_since_brake_pads,km_since_tires,km_since_coolant,km_since_water_pump,km_since_radiator,km_since_transmission_fluid,days_since_oil_change,days_since_oil_filter_change,days_since_fuel_filter_change,days_since_fuel_pump_change,days_since_battery_change,days_since_spark_plugs_change,days_since_shock_absorbers_change,days_since_brake_fluid_change,days_since_brake_pads_change,days_since_tires_change,days_since_coolant_change,days_since_water_pump_change,days_since_radiator_change,days_since_transmission_fluid_change,vehicle_type_Bus,vehicle_type_Car,vehicle_type_Truck,make_BMW,make_Ford,make_Honda,make_Hyundai,make_Iveco,make_MAN,make_Mercedes,make_Scania,make_Toyota,make_Volvo,driving_condition_Highway,driving_condition_Mixed,driving_condition_Urban
-0.6017078398312941,1.4053769706427146,0.5107878203866649,-1.2605138916603709,-0.23817667273687662,-0.27453458728224767,-0.3378519683263129,0.1784665833613604,-1.540795300585874,0.046061115462366055,0.5327302517637891,-1.4954682074329366,-0.8058711353065866,0.26821903885314635,1.7380268950648459,-0.2858874553080995,1.602910776596328,-0.858215162257077,-0.11091282892869722,-0.16872476536026987,-0.2593369811783743,0.15135458271773097,-1.1158407708103295,0.039302156511810855,0.41441487996404325,-1.1241392134826742,-0.5610433429254548,0.19712577191660496,1.3763149847235001,-0.22219265277112626,1.1200732670452553,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.3139395447848146,1.2731917285623933,3.2641906063063386,0.09983549708681565,-0.638365898464523,0.6907448144609168,0.3941691855104779,0.03593709561529542,0.8761418697959477,0.5601191102113026,1.7070688713449704,-1.5150648765323502,-0.6956244906657161,0.12812148883741778,1.187471400173528,0.8195987879758402,0.7823060652959322,-0.6749288679604696,-0.8750446829381759,-0.5245883849375835,-0.6255317793882459,-0.713754820983859,-0.4730505549128633,-0.5620531958158348,-0.23430052275287808,-1.1710787866554515,-0.9058129925017463,-0.665990904586616,-0.4076370136682184,-0.5192245373602341,-0.4759256428715138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.8980134683491913,-1.1061426288833873,-1.013544331917422,0.2311486759853913,-0.06534430789820161,-1.4523899337771766,-0.11948091252331781,-0.4254246592844671,0.736399672530354,0.9195907473771767,-0.5323649656435466,1.2485434340239718,0.33753764627440297,0.9277741613028005,0.40959214601095373,-1.2882809880033155,1.0204321207174933,0.5347606743971391,0.21657225136107938,-1.028728512672111,0.12506639815795495,-0.11089112502456286,0.9594533548014899,1.0468710580938927,-0.198916046241046,1.4966536219973823,0.596397623509238,1.033954630861352,0.6722910710724826,-0.9186812097386896,1.0859545255030916,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.09206215878051081,-1.2383278709637084,-0.9556079413625787,0.6840240488796915,0.8770035861031454,-1.5933606353255207,-1.285658253894143,0.8349190955989186,0.7131232610025918,0.9386410875956448,-0.15862282463425376,-0.6566351764702343,0.9511672129306185,-1.2335790913518665,-1.3655711143639908,-1.0984682221880449,-0.10817376039222809,0.16818808580392441,0.25295948250438793,-1.154763544605743,-1.009935158724575,0.22068390775305005,0.18351373703954854,0.27028633157805887,-0.31686430128048626,-0.6312736951685144,0.3255071845564375,-0.9201064743185288,-1.057505241653773,-0.904341739448181,-0.3015409638782326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.4294357474109883,1.4053769706427146,1.54945598615559,-0.5867152965246349,-1.2765425472041543,0.7089345824026387,-1.2640220690331034,-0.622909686673333,-0.7422804202251987,-1.5582335434098826,-0.791217039371748,0.8490308524885407,1.1914858030571007,0.21228203162599257,0.7200796728767641,-0.7101346386325453,-0.7593741075778789,-0.6749288679604696,-0.947819145224793,-0.08717268587380216,-1.0301669155317503,-0.7107405025040625,-0.762306152066723,-1.1315486619274462,-0.7591702576783871,0.0024105426639769124,0.1531223597682918,-0.3198679734000452,-0.08588852824399774,-0.77733500258939,-0.7375026613614356,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.3172544364541127,1.2731917285623933,0.6985502864019847,1.1496516202497065,1.5847932706805765,1.2773648305814465,1.6679135267665408,-1.2227165862908642,-0.9189048451094227,-0.2843832246512575,-1.3756748317593543,0.3996048036650562,-1.456287025059985,0.15217950258405077,0.4832474282320688,1.793306973153546,0.33872187268095505,0.5714179332564606,0.8715424119406326,0.6838651565437107,0.895896332511331,-0.9157141591302232,-0.7255752825868679,-0.33106902074958683,-0.9891693550052956,0.1432292621823083,-1.0658846155193102,-0.05698979781530782,0.18170427151476004,0.9638863898295184,0.04722839410832979,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.6921125527771559,0.21570979191982417,-0.8921585542826963,1.3964238934554287,-0.5231443219054063,1.1356475340802703,-0.45684168317688,0.9895889408980575,-0.3585126783636956,1.292879528535497,0.9050187958147811,0.6301900006989224,0.9952546383218988,0.5195955287782127,0.43073788213994435,-0.3413419994838152,0.05211484066341032,4.750345443219109,1.0170913365138667,4.375950209658339,1.0456113328844276,3.9976249629380405,1.3818583538198248,4.499686226756601,3.781837561340062,3.530701792817725,4.099503527239771,2.9398214038506985,3.0774406403327457,1.2977911980227914,1.9275501502097965,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.9153769781803397,0.7444507602411088,1.3333051792796864,1.2037623002682796,-0.16787779418146317,-0.983731920204082,0.26366373684307204,0.6684187394591973,1.4463302241270999,0.23773163335212993,-0.3348994096158993,0.4844781823778473,1.6419638146029094,1.173582453699936,-0.9510863026973457,1.0847675063966336,-1.0729191496149877,-0.05175546735200445,-0.5839468337917079,-0.9175211315542006,-0.4434459681236688,-0.27366432293357285,0.054955693860055305,-0.43461365095169796,-0.6412220026389469,-0.326166469545463,0.14080915799770996,-0.07451500952095698,-0.9364513560486207,-0.13001034376071346,-0.9043053977897915,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.4605793346532707,0.3478950340001453,1.255977826368422,-1.0968032355532227,-1.3286665937428022,0.6220580788003851,-1.038711806907522,0.23939371419036012,-1.1358024856226165,0.9877728938903102,1.2961481927483656,1.5896074136461695,0.8058191149527413,1.5496695661207995,0.9633833642830835,-1.2151637066987626,0.7458430130595056,-0.9681869388350414,-1.02059360751141,-0.4059671784118123,-0.9897034019173999,-0.5449529861152561,-1.0056481623707638,-0.29124416297954403,-0.16942898248118596,-0.06017555489972593,-0.33324911016969083,-0.10518413000584301,-0.3056968994744059,-1.0579789211322024,-0.3508235905502468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6609689655348735,0.21570979191982417,-0.23376101726710863,1.0338478719297028,-0.6493393819463436,-1.3268941094329836,-0.2840312608430905,-0.16512525290869903,0.9930681600783933,0.8415445907113979,0.8828793959883517,-0.3831694630794632,0.6367705156817173,-0.6508310905279469,1.531877255461008,-0.15659470178175577,1.6635585063365068,0.8646760041310325,-0.40201067807516533,-0.9471764331856434,-0.18447948099182598,-0.06266202934781916,0.8538521050469061,0.6804823666094992,0.7328751685705319,-0.21664079880898304,0.5840844217386562,-0.4206379407075278,1.2998598990781407,-0.08904042864497445,1.2413843480840596,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
